error,position_x,position_y,time
-0.5364891518737673,-0.4150756299495697,1.2294957637786865,1644363946.960314
-0.5364891518737673,-0.4150756299495697,1.2294957637786865,1644363946.9692895
-0.5364891518737673,-0.4150756299495697,1.2294957637786865,1644363946.9722815
-0.5364891518737673,-0.4147239327430725,1.228088140487671,1644363946.9752715
-0.5450980392156863,-0.4147239327430725,1.228088140487671,1644363946.9792619
-0.5450980392156863,-0.4147239327430725,1.228088140487671,1644363946.987241
-0.5450980392156863,-0.4136606752872467,1.2249327898025513,1644363946.9902341
-0.55859375,-0.4136606752872467,1.2249327898025513,1644363946.9942224
-0.55859375,-0.4136606752872467,1.2249327898025513,1644363947.0002055
-0.55859375,-0.4136606752872467,1.2249327898025513,1644363947.0041945
-0.40384615384615385,-0.410835325717926,1.222601056098938,1644363947.0091813
-0.40384615384615385,-0.410835325717926,1.222601056098938,1644363947.020152
-0.02604166666666663,-0.4061078429222107,1.2201615571975708,1644363947.0251386
-0.02604166666666663,-0.4061078429222107,1.2201615571975708,1644363947.0351126
0.58203125,-0.3970097303390503,1.2155784368515015,1644363947.0410964
0.58203125,-0.38707512617111206,1.2108052968978882,1644363947.0550587
0.91796875,-0.38707512617111206,1.2108052968978882,1644363947.0610428
0.9858870967741935,-0.37699106335639954,1.1976665258407593,1644363947.0889688
0.9858870967741935,-0.37699106335639954,1.1976665258407593,1644363947.0949533
0.8515625,-0.37843120098114014,1.1922271251678467,1644363947.10293
0.23076923076923073,-0.3829902410507202,1.1765069961547852,1644363947.1388347
-0.10886075949367091,-0.3841938078403473,1.1717846393585205,1644363947.1547923
-1.0,-0.3927103579044342,1.1488841772079468,1644363947.2066536
-1.0,-0.3948405086994171,1.1441168785095215,1644363947.217624
-1.0,-0.3948405086994171,1.1441168785095215,1644363947.2206175
-1.0,-0.3993948698043823,1.1348655223846436,1644363947.2256038
-1.0,-0.3993948698043823,1.1348655223846436,1644363947.2275982
-1.0,-0.3993948698043823,1.1348655223846436,1644363947.234579
-1.0,-0.3993948698043823,1.1348655223846436,1644363947.2375708
-1.0,-0.3973775804042816,1.130906581878662,1644363947.2415617
-1.0,-0.3973775804042816,1.130906581878662,1644363947.2445564
-1.0,-0.3973775804042816,1.130906581878662,1644363947.2495396
-1.0,-0.3973775804042816,1.130906581878662,1644363947.2525303
-1.0,-0.38839825987815857,1.1241955757141113,1644363947.2565212
-1.0,-0.38839825987815857,1.1241955757141113,1644363947.2595131
-1.0,-0.38839825987815857,1.1241955757141113,1644363947.2654965
-1.0,-0.38839825987815857,1.1241955757141113,1644363947.2684886
-0.9453125,-0.3795369565486908,1.117890477180481,1644363947.272477
-0.9453125,-0.3795369565486908,1.117890477180481,1644363947.279459
-0.9453125,-0.3795369565486908,1.117890477180481,1644363947.2834477
-0.9453125,-0.3795369565486908,1.117890477180481,1644363947.2864413
-0.66015625,-0.37078744173049927,1.1118727922439575,1644363947.2944198
-0.66015625,-0.37078744173049927,1.1118727922439575,1644363947.3013997
-0.23076923076923073,-0.362319678068161,1.1065900325775146,1644363947.3053901
-0.23076923076923073,-0.362319678068161,1.1065900325775146,1644363947.3113754
-0.23076923076923073,-0.362319678068161,1.1065900325775146,1644363947.3153632
-0.23076923076923073,-0.3548348546028137,1.1023558378219604,1644363947.3203492
0.3303571428571429,-0.3548348546028137,1.1023558378219604,1644363947.325336
0.701171875,-0.3461708426475525,1.0974881649017334,1644363947.3502696
0.8515625,-0.3418295085430145,1.0956454277038574,1644363947.357251
0.8515625,-0.3418295085430145,1.0956454277038574,1644363947.3632348
1.0,-0.33221638202667236,1.0914965867996216,1644363947.3712137
1.0,-0.33221638202667236,1.0914965867996216,1644363947.3752027
1.0,-0.33221638202667236,1.0914965867996216,1644363947.3781946
0.9565217391304348,-0.3316146433353424,1.082427740097046,1644363947.3851762
0.9565217391304348,-0.3316146433353424,1.082427740097046,1644363947.3911605
0.9565217391304348,-0.3316146433353424,1.082427740097046,1644363947.3941522
0.810546875,-0.33257797360420227,1.0771254301071167,1644363947.4041257
0.810546875,-0.33257797360420227,1.0771254301071167,1644363947.4131026
0.5109780439121756,-0.33505669236183167,1.0672118663787842,1644363947.4190855
0.5109780439121756,-0.33505669236183167,1.0672118663787842,1644363947.423075
0.5109780439121756,-0.33505669236183167,1.0672118663787842,1644363947.4260666
0.5109780439121756,-0.33766302466392517,1.0580012798309326,1644363947.4310544
-0.08333333333333337,-0.33766302466392517,1.0580012798309326,1644363947.4350429
-0.08333333333333337,-0.33766302466392517,1.0580012798309326,1644363947.4400299
-0.08333333333333337,-0.33766302466392517,1.0580012798309326,1644363947.4440186
-0.615234375,-0.34078946709632874,1.0487780570983887,1644363947.4515166
-0.9449901768172888,-0.3445955216884613,1.038814902305603,1644363947.4664721
-0.89453125,-0.34298214316368103,1.0352693796157837,1644363947.4884439
-0.58203125,-0.33422335982322693,1.0294146537780762,1644363947.5053985
-0.36703296703296706,-0.3304993212223053,1.0269936323165894,1644363947.5133793
-0.36703296703296706,-0.3262629508972168,1.0248466730117798,1644363947.5253463
-0.08333333333333337,-0.3262629508972168,1.0248466730117798,1644363947.5303326
-0.08333333333333337,-0.3217587172985077,1.0221426486968994,1644363947.5393374
0.23990498812351546,-0.3217587172985077,1.0221426486968994,1644363947.5473151
0.23990498812351546,-0.3217587172985077,1.0221426486968994,1644363947.5523002
0.23990498812351546,-0.3217587172985077,1.0221426486968994,1644363947.5542965
0.888671875,-0.30742180347442627,1.0153541564941406,1644363947.5582855
0.888671875,-0.30742180347442627,1.0153541564941406,1644363947.5672617
0.888671875,-0.30228152871131897,1.0134670734405518,1644363947.5722485
0.9957983193277311,-0.30228152871131897,1.0134670734405518,1644363947.5832198
0.8203125,-0.30151301622390747,1.0039368867874146,1644363947.5901995
0.8203125,-0.30151301622390747,1.0039368867874146,1644363947.5931914
0.8203125,-0.30151301622390747,1.0039368867874146,1644363947.5971816
0.8203125,-0.30151301622390747,1.0039368867874146,1644363947.6001751
0.8203125,-0.3029506802558899,0.9986199736595154,1644363947.6041625
0.658203125,-0.3029506802558899,0.9986199736595154,1644363947.6071558
0.658203125,-0.3029506802558899,0.9986199736595154,1644363947.613139
0.658203125,-0.3029506802558899,0.9986199736595154,1644363947.6161332
0.15384615384615385,-0.30624404549598694,0.9881452918052673,1644363947.6221163
-0.4929292929292929,-0.3146795630455017,0.9646174311637878,1644363947.6510437
-1.0,-0.31851834058761597,0.9555938243865967,1644363947.6655166
-1.0,-0.31851834058761597,0.9555938243865967,1644363947.6715002
-1.0,-0.31851834058761597,0.9555938243865967,1644363947.6741662
-1.0,-0.31851834058761597,0.9555938243865967,1644363947.6771576
-1.0,-0.32086190581321716,0.9510248899459839,1644363947.6831412
-1.0,-0.32086190581321716,0.9510248899459839,1644363947.6871316
-1.0,-0.32086190581321716,0.9510248899459839,1644363947.6911216
-1.0,-0.32086190581321716,0.9510248899459839,1644363947.6941137
-1.0,-0.32778653502464294,0.9383383989334106,1644363947.7000976
-1.0,-0.32778653502464294,0.9383383989334106,1644363947.703601
-1.0,-0.32778653502464294,0.9383383989334106,1644363947.706591
-1.0,-0.32778653502464294,0.9383383989334106,1644363947.7105827
-1.0,-0.32669344544410706,0.9344936013221741,1644363947.715567
-1.0,-0.32669344544410706,0.9344936013221741,1644363947.723546
-1.0,-0.31843143701553345,0.9275442957878113,1644363947.7265399
-1.0,-0.31843143701553345,0.9275442957878113,1644363947.7315266
-1.0,-0.31843143701553345,0.9275442957878113,1644363947.7345176
-1.0,-0.31843143701553345,0.9275442957878113,1644363947.7385063
-1.0,-0.3143599033355713,0.9242604374885559,1644363947.7484813
-1.0,-0.3143599033355713,0.9242604374885559,1644363947.7520292
-1.0,-0.3143599033355713,0.9242604374885559,1644363947.7549734
-1.0,-0.31048527359962463,0.9208697080612183,1644363947.7579668
-1.0,-0.31048527359962463,0.9208697080612183,1644363947.7609606
-1.0,-0.31048527359962463,0.9208697080612183,1644363947.76894
-1.0,-0.31048527359962463,0.9208697080612183,1644363947.7719316
-1.0,-0.30304381251335144,0.9149295687675476,1644363947.7755232
-1.0,-0.30304381251335144,0.9149295687675476,1644363947.7795131
-1.0,-0.30304381251335144,0.9149295687675476,1644363947.7835016
-1.0,-0.30304381251335144,0.9149295687675476,1644363947.786494
-0.75,-0.2892894744873047,0.9065788388252258,1644363947.790551
-0.07672634271099743,-0.27562400698661804,0.8993890285491943,1644363947.8475385
0.30227272727272725,-0.27102214097976685,0.8972023129463196,1644363947.8645456
0.562992125984252,-0.2663637399673462,0.8950732350349426,1644363947.8705575
0.562992125984252,-0.2663637399673462,0.8950732350349426,1644363947.8765416
0.75,-0.2613259553909302,0.8932331800460815,1644363947.8855455
0.75,-0.2613259553909302,0.8932331800460815,1644363947.8925538
0.75,-0.2613259553909302,0.8932331800460815,1644363947.8945484
0.9977876106194691,-0.2512403726577759,0.8895557522773743,1644363947.9005587
0.9977876106194691,-0.2512403726577759,0.8895557522773743,1644363947.9055464
0.9977876106194691,-0.25072214007377625,0.8803467154502869,1644363947.9165158
0.87890625,-0.25072214007377625,0.8803467154502869,1644363947.921529
0.87890625,-0.25287288427352905,0.8696949481964111,1644363947.9345675
0.5714285714285714,-0.25287288427352905,0.8696949481964111,1644363947.9385564
0.5714285714285714,-0.25287288427352905,0.8696949481964111,1644363947.9435704
0.40909090909090906,-0.2539244592189789,0.8649415373802185,1644363947.9505816
0.40909090909090906,-0.2539244592189789,0.8649415373802185,1644363947.955567
0.40909090909090906,-0.2539244592189789,0.8649415373802185,1644363947.9585602
0.2342733188720173,-0.25482243299484253,0.8604480624198914,1644363947.9875426
-1.0,-0.2738901376724243,0.8138025999069214,1644363948.1855397
